INTERVAL_DATETIME,REGIONID,POWER
2018-08-27,NSW1,663.425
2018-08-27,QLD1,1435.702
2018-08-27,SA1,583.32
2018-08-27,TAS1,67.936
2018-08-27,VIC1,771.083
2018-08-28,NSW1,987.621
2018-08-28,QLD1,1318.857
2018-08-28,SA1,577.072
2018-08-28,TAS1,60.883
2018-08-28,VIC1,727.91
2018-08-29,NSW1,1203.268
2018-08-29,QLD1,1488.24
2018-08-29,SA1,610.736
2018-08-29,TAS1,62.14
2018-08-29,VIC1,881.79
2018-08-30,NSW1,1096.664
2018-08-30,QLD1,1443.544
2018-08-30,SA1,87.223
2018-08-30,TAS1,65.972
2018-08-30,VIC1,208.517
2018-08-31,NSW1,446.527
2018-08-31,QLD1,1436.85
2018-08-31,SA1,536.913
2018-08-31,TAS1,12.781
2018-08-31,VIC1,412.335
2018-09-01,NSW1,1033.986
2018-09-01,QLD1,1461.222
2018-09-01,SA1,523.52
2018-09-01,TAS1,72.546
2018-09-01,VIC1,502.417
2018-09-02,NSW1,879.015
2018-09-02,QLD1,1450.004
2018-09-02,SA1,414.97
2018-09-02,TAS1,70.044
2018-09-02,VIC1,594.386
2018-09-03,NSW1,618.93
2018-09-03,QLD1,968.407
2018-09-03,SA1,471.852
2018-09-03,TAS1,70.693
2018-09-03,VIC1,753.241
2018-09-04,NSW1,787.541
2018-09-04,QLD1,1146.274
2018-09-04,SA1,647.65
2018-09-04,TAS1,69.272
2018-09-04,VIC1,909.661
2018-09-05,NSW1,755.629
2018-09-05,QLD1,1042.171
2018-09-05,SA1,573.168
2018-09-05,TAS1,39.267
2018-09-05,VIC1,862.258
2018-09-06,NSW1,790.62
2018-09-06,QLD1,1071.561
2018-09-06,SA1,547.446
2018-09-06,TAS1,23.871
2018-09-06,VIC1,619.465
2018-09-07,NSW1,793.763
2018-09-07,QLD1,1153.187
2018-09-07,SA1,585.681
2018-09-07,TAS1,74.34
2018-09-07,VIC1,706.418
2018-09-08,NSW1,500.129
2018-09-08,QLD1,1023.819
2018-09-08,SA1,645.455
2018-09-08,TAS1,75.744
2018-09-08,VIC1,891.687
2018-09-09,NSW1,1130.499
2018-09-09,QLD1,1450.931
2018-09-09,SA1,613.394
2018-09-09,TAS1,78.257
2018-09-09,VIC1,439.94
2018-09-10,NSW1,1125.417
2018-09-10,QLD1,1484.103
2018-09-10,SA1,611.632
2018-09-10,TAS1,77.14
2018-09-10,VIC1,442.109
2018-09-11,NSW1,1057.638
2018-09-11,QLD1,1274.854
2018-09-11,SA1,365.558
2018-09-11,TAS1,61.011
2018-09-11,VIC1,929.234
2018-09-12,NSW1,1080.916
2018-09-12,QLD1,1260.348
2018-09-12,SA1,561.101
2018-09-12,TAS1,77.126
2018-09-12,VIC1,847.503
2018-09-13,NSW1,1135.704
2018-09-13,QLD1,1430.019
2018-09-13,SA1,652.897
2018-09-13,TAS1,48.434
2018-09-13,VIC1,903.797
2018-09-14,NSW1,1155.9
2018-09-14,QLD1,1425.457
2018-09-14,SA1,624.258
2018-09-14,TAS1,83.79
2018-09-14,VIC1,958.134
2018-09-15,NSW1,1054.881
2018-09-15,QLD1,1513.203
2018-09-15,SA1,598.913
2018-09-15,TAS1,68.624
2018-09-15,VIC1,599.441
2018-09-16,NSW1,1184.327
2018-09-16,QLD1,1403.342
2018-09-16,SA1,494.655
2018-09-16,TAS1,80.825
2018-09-16,VIC1,755.432
2018-09-17,NSW1,1066.88
2018-09-17,QLD1,1397.106
2018-09-17,SA1,678.683
2018-09-17,TAS1,58.913
2018-09-17,VIC1,967.133
2018-09-18,NSW1,1176.894
2018-09-18,QLD1,1290.502
2018-09-18,SA1,510.563
2018-09-18,TAS1,67.69
2018-09-18,VIC1,658.093
2018-09-19,NSW1,1114.928
2018-09-19,QLD1,1511.965
2018-09-19,SA1,503.513
2018-09-19,TAS1,75.244
2018-09-19,VIC1,782.622
2018-09-20,NSW1,978.162
2018-09-20,QLD1,1447.51
2018-09-20,SA1,414.318
2018-09-20,TAS1,71.213
2018-09-20,VIC1,806.279
2018-09-21,NSW1,1186.868
2018-09-21,QLD1,1469.969
2018-09-21,SA1,657.558
2018-09-21,TAS1,80.295
2018-09-21,VIC1,844.762
2018-09-22,NSW1,1135.596
2018-09-22,QLD1,1280.193
2018-09-22,SA1,666.919
2018-09-22,TAS1,57.339
2018-09-22,VIC1,899.449
2018-09-23,NSW1,1057.754
2018-09-23,QLD1,1463.552
2018-09-23,SA1,570.627
2018-09-23,TAS1,73.648
2018-09-23,VIC1,620.85
2018-09-24,NSW1,781.615
2018-09-24,QLD1,1208.514
2018-09-24,SA1,687.104
2018-09-24,TAS1,84.403
2018-09-24,VIC1,821.877
2018-09-25,NSW1,765.297
2018-09-25,QLD1,998.327
2018-09-25,SA1,674.781
2018-09-25,TAS1,77.741
2018-09-25,VIC1,636.052
2018-09-26,NSW1,740.046
2018-09-26,QLD1,1198.812
2018-09-26,SA1,666.53
2018-09-26,TAS1,92.209
2018-09-26,VIC1,1008.598
2018-09-27,NSW1,1176.329
2018-09-27,QLD1,1081.63
2018-09-27,SA1,570.651
2018-09-27,TAS1,81.639
2018-09-27,VIC1,1000.994
2018-09-28,NSW1,1100.872
2018-09-28,QLD1,1389.656
2018-09-28,SA1,606.987
2018-09-28,TAS1,80.051
2018-09-28,VIC1,624.076
2018-09-29,NSW1,1097.564
2018-09-29,QLD1,1469.725
2018-09-29,SA1,625.012
2018-09-29,TAS1,73.655
2018-09-29,VIC1,828.545
2018-09-30,NSW1,1030.047
2018-09-30,QLD1,755.178
2018-09-30,SA1,707.597
2018-09-30,TAS1,93.258
2018-09-30,VIC1,822.699
2018-10-01,NSW1,1117.617
2018-10-01,QLD1,1415.305
2018-10-01,SA1,502.711
2018-10-01,TAS1,91.669
2018-10-01,VIC1,1024.577
2018-10-02,NSW1,1192.252
2018-10-02,QLD1,1421.501
2018-10-02,SA1,601.772
2018-10-02,TAS1,76.535
2018-10-02,VIC1,793.23
2018-10-03,NSW1,803.773
2018-10-03,QLD1,1448.397
2018-10-03,SA1,389.67
2018-10-03,TAS1,78.565
2018-10-03,VIC1,416.963
2018-10-04,NSW1,424.713
2018-10-04,QLD1,1583.019
2018-10-04,SA1,515.445
2018-10-04,TAS1,84.731
2018-10-04,VIC1,607.508
2018-10-05,NSW1,481.255
2018-10-05,QLD1,1037.886
2018-10-05,SA1,690.759
2018-10-05,TAS1,84.38
2018-10-05,VIC1,967.497
2018-10-06,NSW1,791.194
2018-10-06,QLD1,824.393
2018-10-06,SA1,425.015
2018-10-06,TAS1,81.15
2018-10-06,VIC1,974.282
2018-10-07,NSW1,711.011
2018-10-07,QLD1,1191.231
2018-10-07,SA1,666.64
2018-10-07,TAS1,84.722
2018-10-07,VIC1,887.161
2018-10-08,NSW1,815.322
2018-10-08,QLD1,1440.233
2018-10-08,SA1,610.633
2018-10-08,TAS1,74.978
2018-10-08,VIC1,924.866
2018-10-09,NSW1,1016.396
2018-10-09,QLD1,1220.8
2018-10-09,SA1,175.116
2018-10-09,TAS1,53.903
2018-10-09,VIC1,254.431
2018-10-10,NSW1,509.403
2018-10-10,QLD1,1533.687
2018-10-10,SA1,602.673
2018-10-10,TAS1,80.975
2018-10-10,VIC1,798.402
2018-10-11,NSW1,643.256
2018-10-11,QLD1,1012.896
2018-10-11,SA1,696.182
2018-10-11,TAS1,92.525
2018-10-11,VIC1,1001.093
2018-10-12,NSW1,735.687
2018-10-12,QLD1,621.566
2018-10-12,SA1,672.182
2018-10-12,TAS1,78.428
2018-10-12,VIC1,1028.815
2018-10-13,NSW1,781.209
2018-10-13,QLD1,584.78
2018-10-13,SA1,605.302
2018-10-13,TAS1,78.456
2018-10-13,VIC1,1009.814
2018-10-14,NSW1,784.295
2018-10-14,QLD1,683.207
2018-10-14,SA1,435.54
2018-10-14,TAS1,61.34
2018-10-14,VIC1,932.768
2018-10-15,NSW1,757.457
2018-10-15,QLD1,777.758
2018-10-15,SA1,474.513
2018-10-15,TAS1,77.549
2018-10-15,VIC1,864.743
2018-10-16,NSW1,987.807
2018-10-16,QLD1,1249.549
2018-10-16,SA1,319.799
2018-10-16,TAS1,67.59
2018-10-16,VIC1,301.284
2018-10-17,NSW1,707.486
2018-10-17,QLD1,1198.839
2018-10-17,SA1,229.021
2018-10-17,TAS1,22.506
2018-10-17,VIC1,578.282
2018-10-18,NSW1,942.545
2018-10-18,QLD1,1062.92
2018-10-18,SA1,657.346
2018-10-18,TAS1,56.578
2018-10-18,VIC1,458.761
2018-10-19,NSW1,1130.974
2018-10-19,QLD1,1163.222
2018-10-19,SA1,208.588
2018-10-19,TAS1,57.315
2018-10-19,VIC1,999.54
2018-10-20,NSW1,953.077
2018-10-20,QLD1,1435.555
2018-10-20,SA1,671.773
2018-10-20,TAS1,60.848
2018-10-20,VIC1,623.247
2018-10-21,NSW1,818.532
2018-10-21,QLD1,1259.989
2018-10-21,SA1,710.416
2018-10-21,TAS1,98.055
2018-10-21,VIC1,832.26
2018-10-22,NSW1,1088.629
2018-10-22,QLD1,1385.5
2018-10-22,SA1,707.972
2018-10-22,TAS1,91.49
2018-10-22,VIC1,1024.617
2018-10-23,NSW1,1189.839
2018-10-23,QLD1,1483.793
2018-10-23,SA1,690.837
2018-10-23,TAS1,84.57
2018-10-23,VIC1,700.118
2018-10-24,NSW1,816.3
2018-10-24,QLD1,1563.618
2018-10-24,SA1,685.202
2018-10-24,TAS1,88.902
2018-10-24,VIC1,880.41
2018-10-25,NSW1,1031.824
2018-10-25,QLD1,1389.118
2018-10-25,SA1,707.987
2018-10-25,TAS1,66.827
2018-10-25,VIC1,999.692
2018-10-26,NSW1,1191.844
2018-10-26,QLD1,1536.606
2018-10-26,SA1,711.772
2018-10-26,TAS1,85.185
2018-10-26,VIC1,771.79
2018-10-27,NSW1,1238.564
2018-10-27,QLD1,1575.42
2018-10-27,SA1,635.924
2018-10-27,TAS1,63.772
2018-10-27,VIC1,820.829
2018-10-28,NSW1,787.79
2018-10-28,QLD1,1549.342
2018-10-28,SA1,549.73
2018-10-28,TAS1,87.023
2018-10-28,VIC1,1049.757
2018-10-29,NSW1,768.541
2018-10-29,QLD1,548.399
2018-10-29,SA1,717.015
2018-10-29,TAS1,100.061
2018-10-29,VIC1,1074.244
2018-10-30,NSW1,1225.91
2018-10-30,QLD1,1213.408
2018-10-30,SA1,700.191
2018-10-30,TAS1,92.482
2018-10-30,VIC1,988.772
2018-10-31,NSW1,1243.301
2018-10-31,QLD1,1435.967
2018-10-31,SA1,669.065
2018-10-31,TAS1,90.971
2018-10-31,VIC1,789.621
2018-11-01,NSW1,1245.376
2018-11-01,QLD1,1573.175
2018-11-01,SA1,411.431
2018-11-01,TAS1,70.372
2018-11-01,VIC1,804.298
2018-11-02,NSW1,1135.804
2018-11-02,QLD1,1589.227
2018-11-02,SA1,687.861
2018-11-02,TAS1,82.272
2018-11-02,VIC1,828.889
2018-11-03,NSW1,1180.486
2018-11-03,QLD1,1524.189
2018-11-03,SA1,716.028
2018-11-03,TAS1,90.661
2018-11-03,VIC1,816.366
2018-11-04,NSW1,1098.996
2018-11-04,QLD1,1523.407
2018-11-04,SA1,661.7
2018-11-04,TAS1,48.421
2018-11-04,VIC1,873.341
2018-11-05,NSW1,907.054
2018-11-05,QLD1,1533.841
2018-11-05,SA1,554.461
2018-11-05,TAS1,55.822
2018-11-05,VIC1,578.917
2018-11-06,NSW1,715.476
2018-11-06,QLD1,1505.662
2018-11-06,SA1,654.994
2018-11-06,TAS1,42.958
2018-11-06,VIC1,665.386
2018-11-07,NSW1,389.85
2018-11-07,QLD1,1608.837
2018-11-07,SA1,618.327
2018-11-07,TAS1,95.954
2018-11-07,VIC1,745.678
2018-11-08,NSW1,1072.035
2018-11-08,QLD1,1073.207
2018-11-08,SA1,614.966
2018-11-08,TAS1,78.986
2018-11-08,VIC1,816.861
2018-11-09,NSW1,1054.459
2018-11-09,QLD1,1219.39
2018-11-09,SA1,733.876
2018-11-09,TAS1,58.666
2018-11-09,VIC1,585.47
2018-11-10,NSW1,1093.98
2018-11-10,QLD1,1417.507
2018-11-10,SA1,719.237
2018-11-10,TAS1,69.879
2018-11-10,VIC1,811.67
2018-11-11,NSW1,1223.93
2018-11-11,QLD1,1445.079
2018-11-11,SA1,711.23
2018-11-11,TAS1,91.988
2018-11-11,VIC1,1055.683
2018-11-12,NSW1,1190.246
2018-11-12,QLD1,1505.688
2018-11-12,SA1,563.776
2018-11-12,TAS1,77.967
2018-11-12,VIC1,670.057
2018-11-13,NSW1,1173.546
2018-11-13,QLD1,1419.705
2018-11-13,SA1,668.796
2018-11-13,TAS1,72.683
2018-11-13,VIC1,659.441
2018-11-14,NSW1,594.019
2018-11-14,QLD1,1340.423
2018-11-14,SA1,688.862
2018-11-14,TAS1,76.684
2018-11-14,VIC1,407.234
2018-11-15,NSW1,1001.555
2018-11-15,QLD1,1539.796
2018-11-15,SA1,771.876
2018-11-15,TAS1,88.407
2018-11-15,VIC1,916.802
2018-11-16,NSW1,800.67
2018-11-16,QLD1,1580.299
2018-11-16,SA1,781.181
2018-11-16,TAS1,61.418
2018-11-16,VIC1,1102.181
2018-11-17,NSW1,911.797
2018-11-17,QLD1,1515.552
2018-11-17,SA1,770.574
2018-11-17,TAS1,94.949
2018-11-17,VIC1,1146.242
2018-11-18,NSW1,1058.495
2018-11-18,QLD1,978.452
2018-11-18,SA1,765.756
2018-11-18,TAS1,102.114
2018-11-18,VIC1,1128.822
2018-11-19,NSW1,1158.989
2018-11-19,QLD1,1262.207
2018-11-19,SA1,548.754
2018-11-19,TAS1,97.293
2018-11-19,VIC1,1043.345
2018-11-20,NSW1,1300.31
2018-11-20,QLD1,1634.324
2018-11-20,SA1,483.525
2018-11-20,TAS1,48.561
2018-11-20,VIC1,393.744
2018-11-21,NSW1,653.922
2018-11-21,QLD1,1692.525
2018-11-21,SA1,615.438
2018-11-21,TAS1,85.676
2018-11-21,VIC1,959.675
2018-11-22,NSW1,1213.178
2018-11-22,QLD1,1189.375
2018-11-22,SA1,672.976
2018-11-22,TAS1,32.07
2018-11-22,VIC1,774.524
2018-11-23,NSW1,1277.196
2018-11-23,QLD1,1724.548
2018-11-23,SA1,671.656
2018-11-23,TAS1,75.731
2018-11-23,VIC1,297.01
2018-11-24,NSW1,1146.77
2018-11-24,QLD1,1771.598
2018-11-24,SA1,408.138
2018-11-24,TAS1,65.855
2018-11-24,VIC1,570.517
2018-11-25,NSW1,1087.358
2018-11-25,QLD1,1547.055
2018-11-25,SA1,688.835
2018-11-25,TAS1,49.707
2018-11-25,VIC1,729.252
2018-11-26,NSW1,1072.68
2018-11-26,QLD1,1728.441
2018-11-26,SA1,718.77
2018-11-26,TAS1,68.399
2018-11-26,VIC1,888.285
2018-11-27,NSW1,1183.309
2018-11-27,QLD1,1046.281
2018-11-27,SA1,349.366
2018-11-27,TAS1,72.448
2018-11-27,VIC1,873.337
2018-11-28,NSW1,507.286
2018-11-28,QLD1,1514.704
2018-11-28,SA1,640.274
2018-11-28,TAS1,81.01
2018-11-28,VIC1,802.309
2018-11-29,NSW1,932.429
2018-11-29,QLD1,1687.253
2018-11-29,SA1,771.665
2018-11-29,TAS1,86.841
2018-11-29,VIC1,896.419
2018-11-30,NSW1,1216.773
2018-11-30,QLD1,1473.021
2018-11-30,SA1,770.209
2018-11-30,TAS1,70.107
2018-11-30,VIC1,1007.711
2018-12-01,NSW1,1315.717
2018-12-01,QLD1,1612.755
2018-12-01,SA1,605.698
2018-12-01,TAS1,103.485
2018-12-01,VIC1,1117.735
2018-12-02,NSW1,1190.841
2018-12-02,QLD1,1574.608
2018-12-02,SA1,771.875
2018-12-02,TAS1,87.111
2018-12-02,VIC1,869.48
2018-12-03,NSW1,1331.678
2018-12-03,QLD1,1537.136
2018-12-03,SA1,661.846
2018-12-03,TAS1,88.961
2018-12-03,VIC1,749.381
2018-12-04,NSW1,1071.703
2018-12-04,QLD1,1172.388
2018-12-04,SA1,742.149
2018-12-04,TAS1,83.318
2018-12-04,VIC1,896.926
2018-12-05,NSW1,715.788
2018-12-05,QLD1,1139.613
2018-12-05,SA1,739.658
2018-12-05,TAS1,106.778
2018-12-05,VIC1,1098.755
2018-12-06,NSW1,1182.634
2018-12-06,QLD1,1201.459
2018-12-06,SA1,695.751
2018-12-06,TAS1,105.948
2018-12-06,VIC1,1125.061
2018-12-07,NSW1,1285.636
2018-12-07,QLD1,1002.685
2018-12-07,SA1,621.423
2018-12-07,TAS1,89.477
2018-12-07,VIC1,1008.403
2018-12-08,NSW1,1247.989
2018-12-08,QLD1,778.309
2018-12-08,SA1,275.988
2018-12-08,TAS1,82.413
2018-12-08,VIC1,482.743
2018-12-09,NSW1,1203.667
2018-12-09,QLD1,1198.029
2018-12-09,SA1,663.404
2018-12-09,TAS1,87.055
2018-12-09,VIC1,653.727
2018-12-10,NSW1,858.25
2018-12-10,QLD1,1315.207
2018-12-10,SA1,731.186
2018-12-10,TAS1,95.494
2018-12-10,VIC1,1096.861
2018-12-11,NSW1,753.208
2018-12-11,QLD1,1422.405
2018-12-11,SA1,726.053
2018-12-11,TAS1,105.315
2018-12-11,VIC1,1128.78
2018-12-12,NSW1,777.777
2018-12-12,QLD1,1508.889
2018-12-12,SA1,615.753
2018-12-12,TAS1,91.219
2018-12-12,VIC1,1055.881
2018-12-13,NSW1,1030.083
2018-12-13,QLD1,1447.365
2018-12-13,SA1,531.975
2018-12-13,TAS1,49.86
2018-12-13,VIC1,444.855
2018-12-14,NSW1,828.783
2018-12-14,QLD1,1374.756
2018-12-14,SA1,473.31
2018-12-14,TAS1,73.144
2018-12-14,VIC1,787.133
2018-12-15,NSW1,1038.53
2018-12-15,QLD1,1082.267
2018-12-15,SA1,607.634
2018-12-15,TAS1,31.988
2018-12-15,VIC1,816.936
2018-12-16,NSW1,1088.515
2018-12-16,QLD1,479.786
2018-12-16,SA1,429.245
2018-12-16,TAS1,79.301
2018-12-16,VIC1,702.625
2018-12-17,NSW1,1236.21
2018-12-17,QLD1,1176.434
2018-12-17,SA1,664.994
2018-12-17,TAS1,72.605
2018-12-17,VIC1,817.486
2018-12-18,NSW1,1098.295
2018-12-18,QLD1,1250.666
2018-12-18,SA1,445.055
2018-12-18,TAS1,72.807
2018-12-18,VIC1,1063.745
2018-12-19,NSW1,808.336
2018-12-19,QLD1,1465.607
2018-12-19,SA1,748.369
2018-12-19,TAS1,82.034
2018-12-19,VIC1,744.167
2018-12-20,NSW1,1271.836
2018-12-20,QLD1,1652.818
2018-12-20,SA1,739.138
2018-12-20,TAS1,68.181
2018-12-20,VIC1,681.04
2018-12-21,NSW1,760.441
2018-12-21,QLD1,1641.892
2018-12-21,SA1,593.892
2018-12-21,TAS1,68.536
2018-12-21,VIC1,691.23
2018-12-22,NSW1,978.654
2018-12-22,QLD1,1413.595
2018-12-22,SA1,746.765
2018-12-22,TAS1,76.763
2018-12-22,VIC1,936.033
2018-12-23,NSW1,1175.843
2018-12-23,QLD1,1354.992
2018-12-23,SA1,764.493
2018-12-23,TAS1,94.111
2018-12-23,VIC1,1146.816
2018-12-24,NSW1,1296.934
2018-12-24,QLD1,1305.756
2018-12-24,SA1,735.35
2018-12-24,TAS1,107.074
2018-12-24,VIC1,1128.131
2018-12-25,NSW1,1291.05
2018-12-25,QLD1,1400.556
2018-12-25,SA1,737.881
2018-12-25,TAS1,96.036
2018-12-25,VIC1,1097.09
2018-12-26,NSW1,1282.588
2018-12-26,QLD1,1557.93
2018-12-26,SA1,734.137
2018-12-26,TAS1,105.159
2018-12-26,VIC1,1108.822
2018-12-27,NSW1,1335.011
2018-12-27,QLD1,1581.114
2018-12-27,SA1,712.031
2018-12-27,TAS1,81.144
2018-12-27,VIC1,1015.586
2018-12-28,NSW1,1287.238
2018-12-28,QLD1,1533.924
2018-12-28,SA1,625.703
2018-12-28,TAS1,103.962
2018-12-28,VIC1,886.25
2018-12-29,NSW1,1296.838
2018-12-29,QLD1,1513.842
2018-12-29,SA1,438.397
2018-12-29,TAS1,100.441
2018-12-29,VIC1,369.679
2018-12-30,NSW1,1207.485
2018-12-30,QLD1,1507.782
2018-12-30,SA1,629.053
2018-12-30,TAS1,107.712
2018-12-30,VIC1,617.054
2018-12-31,NSW1,1177.822
2018-12-31,QLD1,1604.568
2018-12-31,SA1,760.425
2018-12-31,TAS1,105.758
2018-12-31,VIC1,1067.445
2019-01-01,NSW1,1276.798
2019-01-01,QLD1,1637.139
2019-01-01,SA1,752.046
2019-01-01,TAS1,85.561
2019-01-01,VIC1,1098.598
2019-01-02,NSW1,1274.774
2019-01-02,QLD1,1561.299
2019-01-02,SA1,746.302
2019-01-02,TAS1,106.297
2019-01-02,VIC1,1092.519
2019-01-03,NSW1,1210.806
2019-01-03,QLD1,1229.19
2019-01-03,SA1,715.641
2019-01-03,TAS1,105.044
2019-01-03,VIC1,1099.336
2019-01-04,NSW1,1293.234
2019-01-04,QLD1,1610.463
2019-01-04,SA1,731.722
2019-01-04,TAS1,101.315
2019-01-04,VIC1,1044.226
2019-01-05,NSW1,1111.014
2019-01-05,QLD1,1447.115
2019-01-05,SA1,734.526
2019-01-05,TAS1,89.174
2019-01-05,VIC1,792.119
2019-01-06,NSW1,699.485
2019-01-06,QLD1,1382.4
2019-01-06,SA1,775.429
2019-01-06,TAS1,84.97
2019-01-06,VIC1,1059.417
2019-01-07,NSW1,596.189
2019-01-07,QLD1,1232.412
2019-01-07,SA1,680.565
2019-01-07,TAS1,103.606
2019-01-07,VIC1,1108.357
2019-01-08,NSW1,1068.163
2019-01-08,QLD1,1126.728
2019-01-08,SA1,769.268
2019-01-08,TAS1,99.921
2019-01-08,VIC1,1054.258
2019-01-09,NSW1,1139.669
2019-01-09,QLD1,991.683
2019-01-09,SA1,766.69
2019-01-09,TAS1,102.352
2019-01-09,VIC1,1066.372
2019-01-10,NSW1,808.028
2019-01-10,QLD1,1128.318
2019-01-10,SA1,706.502
2019-01-10,TAS1,93.253
2019-01-10,VIC1,977.069
2019-01-11,NSW1,1164.876
2019-01-11,QLD1,1475.408
2019-01-11,SA1,717.953
2019-01-11,TAS1,100.987
2019-01-11,VIC1,1087.693
2019-01-12,NSW1,1294.291
2019-01-12,QLD1,1611.548
2019-01-12,SA1,756.025
2019-01-12,TAS1,101.307
2019-01-12,VIC1,1016.523
2019-01-13,NSW1,1090.279
2019-01-13,QLD1,1476.66
2019-01-13,SA1,758.481
2019-01-13,TAS1,104.046
2019-01-13,VIC1,1128.293
2019-01-14,NSW1,1278.456
2019-01-14,QLD1,1590.75
2019-01-14,SA1,711.096
2019-01-14,TAS1,80.82
2019-01-14,VIC1,1068.469
2019-01-15,NSW1,1323.084
2019-01-15,QLD1,1544.277
2019-01-15,SA1,679.946
2019-01-15,TAS1,75.541
2019-01-15,VIC1,839.821
2019-01-16,NSW1,1309.8
2019-01-16,QLD1,1659.805
2019-01-16,SA1,429.753
2019-01-16,TAS1,99.644
2019-01-16,VIC1,846.277
2019-01-17,NSW1,1324.918
2019-01-17,QLD1,1666.16
2019-01-17,SA1,471.818
2019-01-17,TAS1,86.708
2019-01-17,VIC1,524.905
2019-01-18,NSW1,1314.934
2019-01-18,QLD1,1577.785
2019-01-18,SA1,332.052
2019-01-18,TAS1,93.061
2019-01-18,VIC1,389.667
2019-01-19,NSW1,840.701
2019-01-19,QLD1,1420.721
2019-01-19,SA1,728.232
2019-01-19,TAS1,94.719
2019-01-19,VIC1,1095.873
2019-01-20,NSW1,808.15
2019-01-20,QLD1,1581.989
2019-01-20,SA1,741.385
2019-01-20,TAS1,103.912
2019-01-20,VIC1,1036.654
2019-01-21,NSW1,813.641
2019-01-21,QLD1,1521.102
2019-01-21,SA1,713.587
2019-01-21,TAS1,102.45
2019-01-21,VIC1,1078.456
2019-01-22,NSW1,1255.164
2019-01-22,QLD1,1447.395
2019-01-22,SA1,682.432
2019-01-22,TAS1,100.458
2019-01-22,VIC1,1083.286
2019-01-23,NSW1,1237.677
2019-01-23,QLD1,1522.372
2019-01-23,SA1,705.12
2019-01-23,TAS1,84.164
2019-01-23,VIC1,1088.101
2019-01-24,NSW1,1089.716
2019-01-24,QLD1,1445.784
2019-01-24,SA1,678.185
2019-01-24,TAS1,88.047
2019-01-24,VIC1,1053.851
2019-01-25,NSW1,1326.384
2019-01-25,QLD1,1379.621
2019-01-25,SA1,452.62
2019-01-25,TAS1,69.861
2019-01-25,VIC1,954.125
2019-01-26,NSW1,1282.502
2019-01-26,QLD1,1433.308
2019-01-26,SA1,661.744
2019-01-26,TAS1,99.306
2019-01-26,VIC1,1080.728
2019-01-27,NSW1,1209.375
2019-01-27,QLD1,1576.375
2019-01-27,SA1,730.3
2019-01-27,TAS1,75.481
2019-01-27,VIC1,880.435
2019-01-28,NSW1,980.255
2019-01-28,QLD1,1584.968
2019-01-28,SA1,749.588
2019-01-28,TAS1,97.878
2019-01-28,VIC1,1078.232
2019-01-29,NSW1,1291.28
2019-01-29,QLD1,1407.255
2019-01-29,SA1,735.373
2019-01-29,TAS1,95.645
2019-01-29,VIC1,1003.066
2019-01-30,NSW1,983.558
2019-01-30,QLD1,1313.05
2019-01-30,SA1,711.287
2019-01-30,TAS1,88.479
2019-01-30,VIC1,957.599
2019-01-31,NSW1,1165.302
2019-01-31,QLD1,1409.944
2019-01-31,SA1,739.075
2019-01-31,TAS1,87.555
2019-01-31,VIC1,905.564
2019-02-01,NSW1,643.04
2019-02-01,QLD1,1391.55
2019-02-01,SA1,754.718
2019-02-01,TAS1,94.809
2019-02-01,VIC1,1134.099
2019-02-02,NSW1,754.203
2019-02-02,QLD1,1312.514
2019-02-02,SA1,699.968
2019-02-02,TAS1,75.681
2019-02-02,VIC1,1058.743
2019-02-03,NSW1,1285.098
2019-02-03,QLD1,1080.895
2019-02-03,SA1,699.615
2019-02-03,TAS1,101.381
2019-02-03,VIC1,1026.367
2019-02-04,NSW1,1209.686
2019-02-04,QLD1,1203.678
2019-02-04,SA1,730.867
2019-02-04,TAS1,98.662
2019-02-04,VIC1,604.062
2019-02-05,NSW1,934.73
2019-02-05,QLD1,1423.416
2019-02-05,SA1,738.766
2019-02-05,TAS1,65.783
2019-02-05,VIC1,765.328
2019-02-06,NSW1,1195.151
2019-02-06,QLD1,1110.056
2019-02-06,SA1,691.212
2019-02-06,TAS1,50.2
2019-02-06,VIC1,896.68
2019-02-07,NSW1,1243.479
2019-02-07,QLD1,1177.349
2019-02-07,SA1,730.652
2019-02-07,TAS1,88.27
2019-02-07,VIC1,913.628
2019-02-08,NSW1,1021.577
2019-02-08,QLD1,1192.438
2019-02-08,SA1,738.002
2019-02-08,TAS1,83.881
2019-02-08,VIC1,891.887
2019-02-09,NSW1,1144.216
2019-02-09,QLD1,1554.613
2019-02-09,SA1,655.377
2019-02-09,TAS1,65.081
2019-02-09,VIC1,803.934
2019-02-10,NSW1,1264.509
2019-02-10,QLD1,1584.14
2019-02-10,SA1,660.262
2019-02-10,TAS1,62.428
2019-02-10,VIC1,1040.302
2019-02-11,NSW1,1307.619
2019-02-11,QLD1,1498.388
2019-02-11,SA1,500.206
2019-02-11,TAS1,56.836
2019-02-11,VIC1,868.383
2019-02-12,NSW1,1309.912
2019-02-12,QLD1,1609.795
2019-02-12,SA1,626.903
2019-02-12,TAS1,91.317
2019-02-12,VIC1,599.585
2019-02-13,NSW1,1257.571
2019-02-13,QLD1,1658.688
2019-02-13,SA1,618.211
2019-02-13,TAS1,98.561
2019-02-13,VIC1,884.329
2019-02-14,NSW1,975.571
2019-02-14,QLD1,1312.404
2019-02-14,SA1,750.812
2019-02-14,TAS1,65.825
2019-02-14,VIC1,1053.267
2019-02-15,NSW1,1215.253
2019-02-15,QLD1,1423.966
2019-02-15,SA1,728.032
2019-02-15,TAS1,83.557
