INTERVAL_DATETIME,REGIONID,POWER
2019-02-15,VIC1,1045.043
2019-02-16,NSW1,1040.564
2019-02-16,QLD1,1378.197
2019-02-16,SA1,726.59
2019-02-16,TAS1,76.76
2019-02-16,VIC1,1084.099
2019-02-17,NSW1,1265.486
2019-02-17,QLD1,1457.544
2019-02-17,SA1,620.4
2019-02-17,TAS1,82.6
2019-02-17,VIC1,836.323
2019-02-18,NSW1,1280.286
2019-02-18,QLD1,1515.642
2019-02-18,SA1,741.71
2019-02-18,TAS1,94.86
2019-02-18,VIC1,880.734
2019-02-19,NSW1,1263.288
2019-02-19,QLD1,1640.737
2019-02-19,SA1,688.864
2019-02-19,TAS1,82.304
2019-02-19,VIC1,888.107
2019-02-20,NSW1,806.289
2019-02-20,QLD1,1481.679
2019-02-20,SA1,729.432
2019-02-20,TAS1,84.97
2019-02-20,VIC1,886.375
2019-02-21,NSW1,797.486
2019-02-21,QLD1,1403.494
2019-02-21,SA1,733.846
2019-02-21,TAS1,76.098
2019-02-21,VIC1,825.253
2019-02-22,NSW1,981.095
2019-02-22,QLD1,1343.089
2019-02-22,SA1,726.384
2019-02-22,TAS1,86.745
2019-02-22,VIC1,1098.136
2019-02-23,NSW1,910.002
2019-02-23,QLD1,1351.428
2019-02-23,SA1,715.678
2019-02-23,TAS1,102.941
2019-02-23,VIC1,1092.706
2019-02-24,NSW1,1064.43
2019-02-24,QLD1,1278.206
2019-02-24,SA1,705.964
2019-02-24,TAS1,97.921
2019-02-24,VIC1,1064.354
2019-02-25,NSW1,1089.37
2019-02-25,QLD1,1204.364
2019-02-25,SA1,680.195
2019-02-25,TAS1,94.609
2019-02-25,VIC1,1060.321
2019-02-26,NSW1,1087.775
2019-02-26,QLD1,1103.062
2019-02-26,SA1,684.263
2019-02-26,TAS1,81.117
2019-02-26,VIC1,1005.905
2019-02-27,NSW1,995.785
2019-02-27,QLD1,1193.185
2019-02-27,SA1,670.827
2019-02-27,TAS1,87.476
2019-02-27,VIC1,1032.855
2019-02-28,NSW1,1187.654
2019-02-28,QLD1,1155.71
2019-02-28,SA1,688.416
2019-02-28,TAS1,77.838
2019-02-28,VIC1,1108.451
2019-03-01,NSW1,1242.526
2019-03-01,QLD1,1128.409
2019-03-01,SA1,707.139
2019-03-01,TAS1,97.934
2019-03-01,VIC1,1073.901
2019-03-02,NSW1,1128.991
2019-03-02,QLD1,1249.416
2019-03-02,SA1,694.827
2019-03-02,TAS1,98.731
2019-03-02,VIC1,1083.909
2019-03-03,NSW1,1187.078
2019-03-03,QLD1,1272.713
2019-03-03,SA1,474.656
2019-03-03,TAS1,39.551
2019-03-03,VIC1,929.801
2019-03-04,NSW1,1303.003
2019-03-04,QLD1,1277.433
2019-03-04,SA1,694.894
2019-03-04,TAS1,92.826
2019-03-04,VIC1,1054.343
2019-03-05,NSW1,1191.695
2019-03-05,QLD1,1380.894
2019-03-05,SA1,628.475
2019-03-05,TAS1,78.174
2019-03-05,VIC1,857.598
2019-03-06,NSW1,924.932
2019-03-06,QLD1,1392.619
2019-03-06,SA1,572.337
2019-03-06,TAS1,74.661
2019-03-06,VIC1,959.802
2019-03-07,NSW1,786.236
2019-03-07,QLD1,1438.634
2019-03-07,SA1,777.292
2019-03-07,TAS1,71.102
2019-03-07,VIC1,1150.302
2019-03-08,NSW1,1168.603
2019-03-08,QLD1,1254.243
2019-03-08,SA1,501.688
2019-03-08,TAS1,78.058
2019-03-08,VIC1,710.933
2019-03-09,NSW1,801.184
2019-03-09,QLD1,1552.854
2019-03-09,SA1,719.777
2019-03-09,TAS1,52.852
2019-03-09,VIC1,946.031
2019-03-10,NSW1,1249.258
2019-03-10,QLD1,1577.913
2019-03-10,SA1,429.14
2019-03-10,TAS1,48.227
2019-03-10,VIC1,644.917
2019-03-11,NSW1,1236.289
2019-03-11,QLD1,1602.383
2019-03-11,SA1,568.64
2019-03-11,TAS1,95.285
2019-03-11,VIC1,805.042
2019-03-12,NSW1,1287.802
2019-03-12,QLD1,1660.197
2019-03-12,SA1,716.748
2019-03-12,TAS1,88.041
2019-03-12,VIC1,708.311
2019-03-13,NSW1,688.405
2019-03-13,QLD1,1668.091
2019-03-13,SA1,661.126
2019-03-13,TAS1,86.924
2019-03-13,VIC1,776.178
2019-03-14,NSW1,917.115
2019-03-14,QLD1,1276.281
2019-03-14,SA1,754.698
2019-03-14,TAS1,99.572
2019-03-14,VIC1,1085.135
2019-03-15,NSW1,811.85
2019-03-15,QLD1,1612.675
2019-03-15,SA1,731.293
2019-03-15,TAS1,98.543
2019-03-15,VIC1,1079.59
2019-03-16,NSW1,640.411
2019-03-16,QLD1,794.28
2019-03-16,SA1,720.58
2019-03-16,TAS1,97.312
2019-03-16,VIC1,1044.233
2019-03-17,NSW1,518.254
2019-03-17,QLD1,1041.764
2019-03-17,SA1,715.001
2019-03-17,TAS1,96.443
2019-03-17,VIC1,1055.384
2019-03-18,NSW1,760.984
2019-03-18,QLD1,1384.041
2019-03-18,SA1,702.915
2019-03-18,TAS1,61.846
2019-03-18,VIC1,970.214
2019-03-19,NSW1,938.853
2019-03-19,QLD1,1571.739
2019-03-19,SA1,706.069
2019-03-19,TAS1,69.336
2019-03-19,VIC1,714.402
2019-03-20,NSW1,1046.909
2019-03-20,QLD1,1521.623
2019-03-20,SA1,688.723
2019-03-20,TAS1,78.219
2019-03-20,VIC1,711.033
2019-03-21,NSW1,1039.756
2019-03-21,QLD1,1353.132
2019-03-21,SA1,626.357
2019-03-21,TAS1,59.357
2019-03-21,VIC1,810.604
2019-03-22,NSW1,896.112
2019-03-22,QLD1,1229.381
2019-03-22,SA1,692.667
2019-03-22,TAS1,62.59
2019-03-22,VIC1,969.458
2019-03-23,NSW1,1201.317
2019-03-23,QLD1,1560.98
2019-03-23,SA1,548.241
2019-03-23,TAS1,43.021
2019-03-23,VIC1,993.614
2019-03-24,NSW1,1128.979
2019-03-24,QLD1,1576.239
2019-03-24,SA1,468.162
2019-03-24,TAS1,69.786
2019-03-24,VIC1,999.623
2019-03-25,NSW1,496.091
2019-03-25,QLD1,1502.807
2019-03-25,SA1,542.389
2019-03-25,TAS1,70.957
2019-03-25,VIC1,796.077
2019-03-26,NSW1,1172.046
2019-03-26,QLD1,1087.545
2019-03-26,SA1,615.19
2019-03-26,TAS1,67.59
2019-03-26,VIC1,936.495
2019-03-27,NSW1,735.337
2019-03-27,QLD1,546.799
2019-03-27,SA1,708.28
2019-03-27,TAS1,94.993
2019-03-27,VIC1,1103.801
2019-03-28,NSW1,1089.523
2019-03-28,QLD1,900.126
2019-03-28,SA1,672.45
2019-03-28,TAS1,90.185
2019-03-28,VIC1,1016.403
2019-03-29,NSW1,975.133
2019-03-29,QLD1,1219.656
2019-03-29,SA1,509.932
2019-03-29,TAS1,51.58
2019-03-29,VIC1,598.367
2019-03-30,NSW1,937.368
2019-03-30,QLD1,757.232
2019-03-30,SA1,409.798
2019-03-30,TAS1,91.581
2019-03-30,VIC1,676.52
2019-03-31,NSW1,1291.254
2019-03-31,QLD1,1629.757
2019-03-31,SA1,455.431
2019-03-31,TAS1,86.018
2019-03-31,VIC1,542.707
2019-04-01,NSW1,990.376
2019-04-01,QLD1,1469.988
2019-04-01,SA1,714.343
2019-04-01,TAS1,80.856
2019-04-01,VIC1,565.315
2019-04-02,NSW1,805.47
2019-04-02,QLD1,1251.805
2019-04-02,SA1,707.671
2019-04-02,TAS1,81.264
2019-04-02,VIC1,1033.674
2019-04-03,NSW1,1202.884
2019-04-03,QLD1,1140.956
2019-04-03,SA1,348.766
2019-04-03,TAS1,69.578
2019-04-03,VIC1,749.028
2019-04-04,NSW1,723.328
2019-04-04,QLD1,1385.308
2019-04-04,SA1,634.573
2019-04-04,TAS1,92.528
2019-04-04,VIC1,803.486
2019-04-05,NSW1,735.381
2019-04-05,QLD1,1561.731
2019-04-05,SA1,590.285
2019-04-05,TAS1,47.987
2019-04-05,VIC1,903.047
2019-04-06,NSW1,1169.51
2019-04-06,QLD1,1380.501
2019-04-06,SA1,680.926
2019-04-06,TAS1,75.6
2019-04-06,VIC1,710.163
2019-04-07,NSW1,1224.813
2019-04-07,QLD1,1468.188
2019-04-07,SA1,601.548
2019-04-07,TAS1,55.949
2019-04-07,VIC1,1033.246
2019-04-08,NSW1,1230.275
2019-04-08,QLD1,1596.098
2019-04-08,SA1,582.775
2019-04-08,TAS1,71.069
2019-04-08,VIC1,630.09
2019-04-09,NSW1,960.452
2019-04-09,QLD1,1554.815
2019-04-09,SA1,444.991
2019-04-09,TAS1,81.915
2019-04-09,VIC1,825.942
2019-04-10,NSW1,1063.733
2019-04-10,QLD1,1320.659
2019-04-10,SA1,586.69
2019-04-10,TAS1,82.223
2019-04-10,VIC1,543.432
2019-04-11,NSW1,910.6
2019-04-11,QLD1,1316.413
2019-04-11,SA1,691.271
2019-04-11,TAS1,85.638
2019-04-11,VIC1,938.137
2019-04-12,NSW1,863.168
2019-04-12,QLD1,1246.13
2019-04-12,SA1,681.105
2019-04-12,TAS1,63.079
2019-04-12,VIC1,1015.067
2019-04-13,NSW1,1075.501
2019-04-13,QLD1,1378.716
2019-04-13,SA1,230.822
2019-04-13,TAS1,80.966
2019-04-13,VIC1,593.302
2019-04-14,NSW1,855.907
2019-04-14,QLD1,1301.205
2019-04-14,SA1,639.734
2019-04-14,TAS1,70.581
2019-04-14,VIC1,941.746
2019-04-15,NSW1,1011.283
2019-04-15,QLD1,1287.615
2019-04-15,SA1,236.802
2019-04-15,TAS1,62.151
2019-04-15,VIC1,851.062
2019-04-16,NSW1,967.504
2019-04-16,QLD1,1190.083
2019-04-16,SA1,636.256
2019-04-16,TAS1,77.367
2019-04-16,VIC1,942.512
2019-04-17,NSW1,1012.138
2019-04-17,QLD1,1238.505
2019-04-17,SA1,388.172
2019-04-17,TAS1,47.477
2019-04-17,VIC1,774.554
2019-04-18,NSW1,1134.058
2019-04-18,QLD1,1326.757
2019-04-18,SA1,640.709
2019-04-18,TAS1,78.338
2019-04-18,VIC1,896.561
2019-04-19,NSW1,952.417
2019-04-19,QLD1,1060.522
2019-04-19,SA1,462.793
2019-04-19,TAS1,82.846
2019-04-19,VIC1,959.397
2019-04-20,NSW1,965.709
2019-04-20,QLD1,1105.56
2019-04-20,SA1,385.189
2019-04-20,TAS1,62.355
2019-04-20,VIC1,925.901
2019-04-21,NSW1,1022.879
2019-04-21,QLD1,1235.736
2019-04-21,SA1,423.52
2019-04-21,TAS1,51.961
2019-04-21,VIC1,461.704
2019-04-22,NSW1,985.001
2019-04-22,QLD1,1032.987
2019-04-22,SA1,563.54
2019-04-22,TAS1,76.861
2019-04-22,VIC1,369.85
2019-04-23,NSW1,888.087
2019-04-23,QLD1,838.296
2019-04-23,SA1,637.896
2019-04-23,TAS1,82.636
2019-04-23,VIC1,465.264
2019-04-24,NSW1,1039.192
2019-04-24,QLD1,1182.678
2019-04-24,SA1,614.491
2019-04-24,TAS1,54.245
2019-04-24,VIC1,711.955
2019-04-25,NSW1,992.83
2019-04-25,QLD1,1142.481
2019-04-25,SA1,573.679
2019-04-25,TAS1,67.952
2019-04-25,VIC1,699.931
2019-04-26,NSW1,1096.785
2019-04-26,QLD1,1051.023
2019-04-26,SA1,355.198
2019-04-26,TAS1,71.269
2019-04-26,VIC1,701.011
2019-04-27,NSW1,1087.684
2019-04-27,QLD1,1364.529
2019-04-27,SA1,611.672
2019-04-27,TAS1,47.205
2019-04-27,VIC1,549.755
2019-04-28,NSW1,1157.412
2019-04-28,QLD1,1334.338
2019-04-28,SA1,521.505
2019-04-28,TAS1,68.047
2019-04-28,VIC1,498.202
2019-04-29,NSW1,947.084
2019-04-29,QLD1,1036.176
2019-04-29,SA1,630.133
2019-04-29,TAS1,77.976
2019-04-29,VIC1,774.633
2019-04-30,NSW1,991.064
2019-04-30,QLD1,909.642
2019-04-30,SA1,575.283
2019-04-30,TAS1,65.039
2019-04-30,VIC1,795.782
2019-05-01,NSW1,600.389
2019-05-01,QLD1,1145.161
2019-05-01,SA1,438.867
2019-05-01,TAS1,48.028
2019-05-01,VIC1,572.72
2019-05-02,NSW1,743.255
2019-05-02,QLD1,1144.022
2019-05-02,SA1,345.139
2019-05-02,TAS1,24.948
2019-05-02,VIC1,525.612
2019-05-03,NSW1,372.984
2019-05-03,QLD1,933.653
2019-05-03,SA1,368.278
2019-05-03,TAS1,57.864
2019-05-03,VIC1,805.619
2019-05-04,NSW1,864.473
2019-05-04,QLD1,654.056
2019-05-04,SA1,389.3
2019-05-04,TAS1,57.727
2019-05-04,VIC1,501.543
2019-05-05,NSW1,986.764
2019-05-05,QLD1,1486.756
2019-05-05,SA1,520.734
2019-05-05,TAS1,60.903
2019-05-05,VIC1,487.357
2019-05-06,NSW1,1153.964
2019-05-06,QLD1,1534.482
2019-05-06,SA1,609.371
2019-05-06,TAS1,64.119
2019-05-06,VIC1,543.482
2019-05-07,NSW1,1176.656
2019-05-07,QLD1,1514.931
2019-05-07,SA1,371.389
2019-05-07,TAS1,56.201
2019-05-07,VIC1,914.046
2019-05-08,NSW1,1116.724
2019-05-08,QLD1,1484.33
2019-05-08,SA1,355.803
2019-05-08,TAS1,51.836
2019-05-08,VIC1,557.653
2019-05-09,NSW1,1136.466
2019-05-09,QLD1,1421.973
2019-05-09,SA1,152.533
2019-05-09,TAS1,17.921
2019-05-09,VIC1,424.177
2019-05-10,NSW1,517.382
2019-05-10,QLD1,1282.475
2019-05-10,SA1,497.214
2019-05-10,TAS1,25.167
2019-05-10,VIC1,309.924
2019-05-11,NSW1,1045.011
2019-05-11,QLD1,1485.316
2019-05-11,SA1,347.439
2019-05-11,TAS1,63.924
2019-05-11,VIC1,412.775
2019-05-12,NSW1,984.948
2019-05-12,QLD1,1279.008
2019-05-12,SA1,251.505
2019-05-12,TAS1,63.509
2019-05-12,VIC1,418.298
2019-05-13,NSW1,1036.947
2019-05-13,QLD1,1018.928
2019-05-13,SA1,543.958
2019-05-13,TAS1,44.566
2019-05-13,VIC1,565.219
2019-05-14,NSW1,1027.732
2019-05-14,QLD1,1033.159
2019-05-14,SA1,566.465
2019-05-14,TAS1,56.691
2019-05-14,VIC1,758.93
2019-05-15,NSW1,950.804
2019-05-15,QLD1,1061.338
2019-05-15,SA1,525.074
2019-05-15,TAS1,69.033
2019-05-15,VIC1,537.752
2019-05-16,NSW1,926.206
2019-05-16,QLD1,1157.519
2019-05-16,SA1,569.211
2019-05-16,TAS1,60.795
2019-05-16,VIC1,757.3
2019-05-17,NSW1,968.948
2019-05-17,QLD1,857.006
2019-05-17,SA1,564.62
2019-05-17,TAS1,59.132
2019-05-17,VIC1,838.635
2019-05-18,NSW1,1000.055
2019-05-18,QLD1,1074.762
2019-05-18,SA1,391.661
2019-05-18,TAS1,71.582
2019-05-18,VIC1,821.756
2019-05-19,NSW1,863.496
2019-05-19,QLD1,1099.852
2019-05-19,SA1,113.54
2019-05-19,TAS1,46.972
2019-05-19,VIC1,738.426
2019-05-20,NSW1,818.504
2019-05-20,QLD1,875.534
2019-05-20,SA1,355.685
2019-05-20,TAS1,24.432
2019-05-20,VIC1,478.69
2019-05-21,NSW1,985.914
2019-05-21,QLD1,1158.966
2019-05-21,SA1,545.752
2019-05-21,TAS1,43.784
2019-05-21,VIC1,620.953
2019-05-22,NSW1,1002.378
2019-05-22,QLD1,1099.211
2019-05-22,SA1,543.524
2019-05-22,TAS1,56.607
2019-05-22,VIC1,799.786
2019-05-23,NSW1,909.955
2019-05-23,QLD1,1173.255
2019-05-23,SA1,518.271
2019-05-23,TAS1,53.208
2019-05-23,VIC1,818.641
2019-05-24,NSW1,937.278
2019-05-24,QLD1,1260.464
2019-05-24,SA1,491.378
2019-05-24,TAS1,28.109
2019-05-24,VIC1,381.084
2019-05-25,NSW1,1003.277
2019-05-25,QLD1,1191.598
2019-05-25,SA1,233.537
2019-05-25,TAS1,39.484
2019-05-25,VIC1,638.632
2019-05-26,NSW1,1031.941
2019-05-26,QLD1,1285.258
2019-05-26,SA1,310.641
2019-05-26,TAS1,59.63
2019-05-26,VIC1,712.17
2019-05-27,NSW1,873.463
2019-05-27,QLD1,1209.691
2019-05-27,SA1,407.65
2019-05-27,TAS1,66.579
2019-05-27,VIC1,581.576
2019-05-28,NSW1,1046.482
2019-05-28,QLD1,1419.704
2019-05-28,SA1,266.523
2019-05-28,TAS1,46.723
2019-05-28,VIC1,231.038
2019-05-29,NSW1,934.775
2019-05-29,QLD1,1423.193
2019-05-29,SA1,483.298
2019-05-29,TAS1,54.868
2019-05-29,VIC1,565.823
2019-05-30,NSW1,1075.31
2019-05-30,QLD1,1329.3
2019-05-30,SA1,434.666
2019-05-30,TAS1,50.434
2019-05-30,VIC1,533.752
2019-05-31,NSW1,999.883
2019-05-31,QLD1,1191.469
2019-05-31,SA1,225.381
2019-05-31,TAS1,50.018
2019-05-31,VIC1,367.544
2019-06-01,NSW1,846.406
2019-06-01,QLD1,1172.141
2019-06-01,SA1,373.225
2019-06-01,TAS1,65.914
2019-06-01,VIC1,385.995
2019-06-02,NSW1,758.72
2019-06-02,QLD1,873.508
2019-06-02,SA1,284.5
2019-06-02,TAS1,22.033
2019-06-02,VIC1,507.613
2019-06-03,NSW1,691.908
2019-06-03,QLD1,1302.996
2019-06-03,SA1,442.862
2019-06-03,TAS1,60.488
2019-06-03,VIC1,268.92
2019-06-04,NSW1,669.972
2019-06-04,QLD1,1361.838
2019-06-04,SA1,303.223
2019-06-04,TAS1,51.057
2019-06-04,VIC1,500.245
2019-06-05,NSW1,890.62
2019-06-05,QLD1,1309.24
2019-06-05,SA1,360.195
2019-06-05,TAS1,49.868
2019-06-05,VIC1,357.341
2019-06-06,NSW1,1080.465
2019-06-06,QLD1,1145.104
2019-06-06,SA1,510.663
2019-06-06,TAS1,52.4
2019-06-06,VIC1,399.181
2019-06-07,NSW1,692.75
2019-06-07,QLD1,1068.759
2019-06-07,SA1,536.962
2019-06-07,TAS1,54.6
2019-06-07,VIC1,712.041
2019-06-08,NSW1,273.862
2019-06-08,QLD1,366.698
2019-06-08,SA1,519.654
2019-06-08,TAS1,51.645
2019-06-08,VIC1,733.214
2019-06-09,NSW1,963.775
2019-06-09,QLD1,1220.955
2019-06-09,SA1,129.755
2019-06-09,TAS1,31.437
2019-06-09,VIC1,693.642
2019-06-10,NSW1,747.74
2019-06-10,QLD1,1273.48
2019-06-10,SA1,507.141
2019-06-10,TAS1,16.003
2019-06-10,VIC1,567.637
2019-06-11,NSW1,996.873
2019-06-11,QLD1,1292.785
2019-06-11,SA1,524.19
2019-06-11,TAS1,51.105
2019-06-11,VIC1,775.809
2019-06-12,NSW1,799.732
2019-06-12,QLD1,1082.903
2019-06-12,SA1,346.62
2019-06-12,TAS1,9.867
2019-06-12,VIC1,90.998
2019-06-13,NSW1,525.579
2019-06-13,QLD1,1174.408
2019-06-13,SA1,349.377
2019-06-13,TAS1,42.75
2019-06-13,VIC1,677.877
2019-06-14,NSW1,848.874
2019-06-14,QLD1,1239.093
2019-06-14,SA1,385.607
2019-06-14,TAS1,42.584
2019-06-14,VIC1,553.52
2019-06-15,NSW1,871.07
2019-06-15,QLD1,1185.428
2019-06-15,SA1,304.087
2019-06-15,TAS1,57.501
2019-06-15,VIC1,438.32
2019-06-16,NSW1,466.237
2019-06-16,QLD1,821.674
2019-06-16,SA1,510.173
2019-06-16,TAS1,58.611
2019-06-16,VIC1,584.802
2019-06-17,NSW1,702.748
2019-06-17,QLD1,1367.265
2019-06-17,SA1,319.327
2019-06-17,TAS1,33.509
2019-06-17,VIC1,735.243
2019-06-18,NSW1,624.658
2019-06-18,QLD1,1339.714
2019-06-18,SA1,464.5
2019-06-18,TAS1,31.403
2019-06-18,VIC1,356.765
2019-06-19,NSW1,1037.209
2019-06-19,QLD1,1354.547
2019-06-19,SA1,442.946
2019-06-19,TAS1,55.447
2019-06-19,VIC1,492.628
2019-06-20,NSW1,892.641
2019-06-20,QLD1,824.059
2019-06-20,SA1,233.127
2019-06-20,TAS1,58.772
2019-06-20,VIC1,342.23
2019-06-21,NSW1,1081.951
2019-06-21,QLD1,1332.573
2019-06-21,SA1,378.345
2019-06-21,TAS1,51.87
2019-06-21,VIC1,542.804
2019-06-22,NSW1,880.538
2019-06-22,QLD1,1386.538
2019-06-22,SA1,509.49
2019-06-22,TAS1,55.522
2019-06-22,VIC1,457.375
2019-06-23,NSW1,842.631
2019-06-23,QLD1,1270.673
2019-06-23,SA1,502.927
2019-06-23,TAS1,65.359
2019-06-23,VIC1,512.159
2019-06-24,NSW1,605.971
2019-06-24,QLD1,1369.413
2019-06-24,SA1,321.408
2019-06-24,TAS1,51.302
2019-06-24,VIC1,782.492
2019-06-25,NSW1,758.534
2019-06-25,QLD1,952.897
2019-06-25,SA1,523.144
2019-06-25,TAS1,61.108
2019-06-25,VIC1,735.042
2019-06-26,NSW1,778.372
2019-06-26,QLD1,543.876
2019-06-26,SA1,526.461
2019-06-26,TAS1,62.639
2019-06-26,VIC1,762.122
2019-06-27,NSW1,881.185
2019-06-27,QLD1,1126.097
2019-06-27,SA1,524.35
2019-06-27,TAS1,38.6
2019-06-27,VIC1,776.214
2019-06-28,NSW1,972.758
2019-06-28,QLD1,1219.884
2019-06-28,SA1,476.645
2019-06-28,TAS1,33.221
2019-06-28,VIC1,742.995
2019-06-29,NSW1,911.509
2019-06-29,QLD1,1009.779
2019-06-29,SA1,279.078
2019-06-29,TAS1,22.802
2019-06-29,VIC1,279.624
2019-06-30,NSW1,927.956
2019-06-30,QLD1,1315.456
2019-06-30,SA1,251.011
2019-06-30,TAS1,43.062
2019-06-30,VIC1,687.948
2019-07-01,NSW1,954.305
2019-07-01,QLD1,1166.944
2019-07-01,SA1,392.449
2019-07-01,TAS1,31.276
2019-07-01,VIC1,642.067
2019-07-02,NSW1,912.108
2019-07-02,QLD1,1154.121
2019-07-02,SA1,364.274
2019-07-02,TAS1,54.949
2019-07-02,VIC1,601.773
2019-07-03,NSW1,786.988
2019-07-03,QLD1,1100.87
2019-07-03,SA1,457.13
2019-07-03,TAS1,60.781
2019-07-03,VIC1,391.608
2019-07-04,NSW1,554.284
2019-07-04,QLD1,1017.564
2019-07-04,SA1,483.8
2019-07-04,TAS1,63.654
2019-07-04,VIC1,685.004
2019-07-05,NSW1,628.087
2019-07-05,QLD1,776.264
2019-07-05,SA1,513.592
2019-07-05,TAS1,56.574
2019-07-05,VIC1,682.321
2019-07-06,NSW1,748.955
2019-07-06,QLD1,888.303
2019-07-06,SA1,485.906
2019-07-06,TAS1,58.338
2019-07-06,VIC1,724.004
2019-07-07,NSW1,824.685
2019-07-07,QLD1,927.466
2019-07-07,SA1,438.645
2019-07-07,TAS1,40.085
2019-07-07,VIC1,398.306
2019-07-08,NSW1,589.248
2019-07-08,QLD1,904.768
2019-07-08,SA1,384.786
2019-07-08,TAS1,54.487
2019-07-08,VIC1,644.526
2019-07-09,NSW1,1017.118
2019-07-09,QLD1,1271.56
2019-07-09,SA1,524.7
2019-07-09,TAS1,60.208
2019-07-09,VIC1,475.843
2019-07-10,NSW1,1023.884
2019-07-10,QLD1,1338.503
2019-07-10,SA1,447.255
2019-07-10,TAS1,39.481
2019-07-10,VIC1,668.339
2019-07-11,NSW1,1033.643
2019-07-11,QLD1,1362.877
2019-07-11,SA1,261.159
2019-07-11,TAS1,52.829
2019-07-11,VIC1,390.264
2019-07-12,NSW1,941.065
2019-07-12,QLD1,1393.137
2019-07-12,SA1,248.144
2019-07-12,TAS1,54.796
2019-07-12,VIC1,425.227
2019-07-13,NSW1,1025.444
2019-07-13,QLD1,1378.401
2019-07-13,SA1,480.377
2019-07-13,TAS1,46.745
2019-07-13,VIC1,501.112
2019-07-14,NSW1,1076.024
2019-07-14,QLD1,1459.867
2019-07-14,SA1,231.563
2019-07-14,TAS1,55.258
2019-07-14,VIC1,300.951
2019-07-15,NSW1,1071.549
2019-07-15,QLD1,1489.054
2019-07-15,SA1,239.041
2019-07-15,TAS1,47.582
2019-07-15,VIC1,490.842
2019-07-16,NSW1,1107.857
2019-07-16,QLD1,1466.853
2019-07-16,SA1,233.406
2019-07-16,TAS1,47.891
2019-07-16,VIC1,358.642
2019-07-17,NSW1,1098.386
2019-07-17,QLD1,1415.778
2019-07-17,SA1,298.173
2019-07-17,TAS1,28.272
2019-07-17,VIC1,257.384
2019-07-18,NSW1,1127.545
2019-07-18,QLD1,1480.796
2019-07-18,SA1,364.154
2019-07-18,TAS1,36.689
2019-07-18,VIC1,699.991
2019-07-19,NSW1,1241.351
2019-07-19,QLD1,1555.656
2019-07-19,SA1,626.813
2019-07-19,TAS1,72.365
2019-07-19,VIC1,799.564
2019-07-20,NSW1,1237.129
2019-07-20,QLD1,1469.299
2019-07-20,SA1,642.635
2019-07-20,TAS1,38.461
2019-07-20,VIC1,947.725
2019-07-21,NSW1,1218.491
2019-07-21,QLD1,1401.042
2019-07-21,SA1,570.581
2019-07-21,TAS1,65.416
2019-07-21,VIC1,777.364
2019-07-22,NSW1,1130.37
2019-07-22,QLD1,1419.78
2019-07-22,SA1,519.559
2019-07-22,TAS1,61.614
2019-07-22,VIC1,965.705
2019-07-23,NSW1,1254.87
2019-07-23,QLD1,1482.838
2019-07-23,SA1,565.614
2019-07-23,TAS1,46.033
2019-07-23,VIC1,756.244
2019-07-24,NSW1,1240.082
2019-07-24,QLD1,1611.895
2019-07-24,SA1,386.792
2019-07-24,TAS1,44.879
2019-07-24,VIC1,744.93
2019-07-25,NSW1,1189.04
2019-07-25,QLD1,1398.825
2019-07-25,SA1,443.216
2019-07-25,TAS1,51.602
2019-07-25,VIC1,515.987
2019-07-26,NSW1,864.261
2019-07-26,QLD1,1231.402
2019-07-26,SA1,418.357
2019-07-26,TAS1,62.444
2019-07-26,VIC1,367.785
2019-07-27,NSW1,1142.514
2019-07-27,QLD1,1535.808
2019-07-27,SA1,437.577
2019-07-27,TAS1,42.133
2019-07-27,VIC1,703.483
2019-07-28,NSW1,1226.932
2019-07-28,QLD1,1297.843
2019-07-28,SA1,484.805
2019-07-28,TAS1,69.153
2019-07-28,VIC1,863.879
2019-07-29,NSW1,1118.737
2019-07-29,QLD1,1367.421
2019-07-29,SA1,505.338
2019-07-29,TAS1,63.264
2019-07-29,VIC1,735.623
2019-07-30,NSW1,832.271
2019-07-30,QLD1,1500.813
2019-07-30,SA1,401.902
2019-07-30,TAS1,77.602
2019-07-30,VIC1,559.726
2019-07-31,NSW1,944.712
2019-07-31,QLD1,1490.182
2019-07-31,SA1,372.053
2019-07-31,TAS1,79.873
2019-07-31,VIC1,861.065
2019-08-01,NSW1,1231.093
2019-08-01,QLD1,1181.355
2019-08-01,SA1,355.469
2019-08-01,TAS1,63.856
2019-08-01,VIC1,494.832
2019-08-02,NSW1,1035.101
2019-08-02,QLD1,1400.758
2019-08-02,SA1,299.82
2019-08-02,TAS1,78.284
2019-08-02,VIC1,483.968
2019-08-03,NSW1,1270.8
2019-08-03,QLD1,1399.464
2019-08-03,SA1,247.02
2019-08-03,TAS1,66.357
2019-08-03,VIC1,396.538
2019-08-04,NSW1,1160.567
2019-08-04,QLD1,1555.961
2019-08-04,SA1,633.699
2019-08-04,TAS1,57.516
2019-08-04,VIC1,492.364
2019-08-05,NSW1,1265.831
2019-08-05,QLD1,1424.441
2019-08-05,SA1,660.346
2019-08-05,TAS1,61.055
2019-08-05,VIC1,800.809
2019-08-06,NSW1,1341.559
2019-08-06,QLD1,1505.08
2019-08-06,SA1,595.911
2019-08-06,TAS1,37.442
2019-08-06,VIC1,499.976
2019-08-07,NSW1,1190.352
2019-08-07,QLD1,1091.119
2019-08-07,SA1,220.702
2019-08-07,TAS1,75.09
2019-08-07,VIC1,499.636
2019-08-08,NSW1,1135.413
2019-08-08,QLD1,1621.035
