I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2022/02/23 09:30:00",TASS,51.928,1,MEASUREMENT,"2022/02/23 09:49:43"
D,ROOFTOP,ACTUAL,2,"2022/02/23 09:30:00",VIC1,1463.456,1,MEASUREMENT,"2022/02/23 09:49:43"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",NSW1,1568.359,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",QLD1,1512.529,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",QLDC,155.212,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",QLDN,334.659,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",QLDS,1022.658,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",SA1,914.074,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",TAS1,70.04,1,MEASUREMENT,"2022/02/23 10:20:21"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",TASN,15.64,1,MEASUREMENT,"2022/02/23 10:20:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",TASS,54.207,1,MEASUREMENT,"2022/02/23 10:20:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:00:00",VIC1,1661.43,1,MEASUREMENT,"2022/02/23 10:20:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",NSW1,1641.868,1,MEASUREMENT,"2022/02/23 10:49:34"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",QLD1,1757.062,1,MEASUREMENT,"2022/02/23 10:49:34"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",QLDC,172.469,1,MEASUREMENT,"2022/02/23 10:49:34"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",QLDN,374.305,1,MEASUREMENT,"2022/02/23 10:49:34"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",QLDS,1210.288,1,MEASUREMENT,"2022/02/23 10:49:34"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",SA1,1035.693,1,MEASUREMENT,"2022/02/23 10:49:34"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",TAS1,68.23,1,MEASUREMENT,"2022/02/23 10:49:35"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",TASN,17.074,1,MEASUREMENT,"2022/02/23 10:49:35"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",TASS,50.984,1,MEASUREMENT,"2022/02/23 10:49:35"
D,ROOFTOP,ACTUAL,2,"2022/02/23 10:30:00",VIC1,1845.307,1,MEASUREMENT,"2022/02/23 10:49:35"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",NSW1,1509.415,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",QLD1,1818.64,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",QLDC,179.913,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",QLDN,385.35,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",QLDS,1253.377,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",SA1,1129.13,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",TAS1,66.22,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",TASN,20.458,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",TASS,45.63,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:00:00",VIC1,1982.905,1,MEASUREMENT,"2022/02/23 11:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",NSW1,1602.495,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",QLD1,1952.499,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",QLDC,206.96,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",QLDN,400.971,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",QLDS,1344.568,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",SA1,1198.818,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",TAS1,62.417,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",TASN,22.823,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",TASS,39.502,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 11:30:00",VIC1,2080.678,1,MEASUREMENT,"2022/02/23 11:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",NSW1,1643.518,1,MEASUREMENT,"2022/02/23 12:19:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",QLD1,2058.92,1,MEASUREMENT,"2022/02/23 12:19:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",QLDC,187.926,1,MEASUREMENT,"2022/02/23 12:19:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",QLDN,421.27,1,MEASUREMENT,"2022/02/23 12:19:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",QLDS,1449.724,1,MEASUREMENT,"2022/02/23 12:19:30"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",SA1,1234.615,1,MEASUREMENT,"2022/02/23 12:19:30"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",TAS1,68.534,1,MEASUREMENT,"2022/02/23 12:19:30"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",TASN,25.214,1,MEASUREMENT,"2022/02/23 12:19:30"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",TASS,43.22,1,MEASUREMENT,"2022/02/23 12:19:30"
D,ROOFTOP,ACTUAL,2,"2022/02/23 12:00:00",VIC1,2133.883,1,MEASUREMENT,"2022/02/23 12:19:30"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",NSW1,1017.65,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",QLD1,933.342,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",QLDC,83.959,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",QLDN,142.837,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",QLDS,706.546,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",SA1,876.471,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",TAS1,58.975,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",TASN,22.151,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",TASS,36.741,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 16:30:00",VIC1,791.945,1,MEASUREMENT,"2022/02/23 16:49:37"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",NSW1,734.262,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",QLD1,703.228,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",QLDC,57.333,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",QLDN,122.804,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",QLDS,523.091,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",SA1,721.905,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",TAS1,42.398,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",TASN,15.236,1,MEASUREMENT,"2022/02/23 17:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",TASS,27.097,1,MEASUREMENT,"2022/02/23 17:19:42"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:00:00",VIC1,626.008,1,MEASUREMENT,"2022/02/23 17:19:42"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",NSW1,435.625,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",QLD1,403.083,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",QLDC,36.165,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",QLDN,79.577,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",QLDS,287.342,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",SA1,556.243,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",TAS1,29.055,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",TASN,8.906,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",TASS,20.091,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 17:30:00",VIC1,439.363,1,MEASUREMENT,"2022/02/23 17:49:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",NSW1,253.746,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",QLD1,172.734,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",QLDC,21.437,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",QLDN,43.927,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",QLDS,107.37,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",SA1,386.997,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",TAS1,15.58,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",TASN,4.179,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",TASS,11.364,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:00:00",VIC1,267.116,1,MEASUREMENT,"2022/02/23 18:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",NSW1,88.116,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",QLD1,33.489,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",QLDC,3.315,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",QLDN,20.437,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",QLDS,9.737,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",SA1,219.407,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",TAS1,6.23,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",TASN,2.063,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",TASS,4.156,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 18:30:00",VIC1,133.213,1,MEASUREMENT,"2022/02/23 18:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",NSW1,5.758,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",QLD1,1.097,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",QLDC,0,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",QLDN,1.097,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",QLDS,0,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",SA1,89.111,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",TAS1,1.204,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",TASN,0.387,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",TASS,0.815,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/23 19:00:00",VIC1,31.33,1,MEASUREMENT,"2022/02/23 19:19:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",NSW1,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",QLD1,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",QLDC,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",QLDN,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",QLDS,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",SA1,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",TAS1,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",TASN,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",TASS,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:00:00",VIC1,0,1,MEASUREMENT,"2022/02/24 00:19:37"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",NSW1,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",QLD1,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",QLDC,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",QLDN,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",QLDS,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",SA1,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",TAS1,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",TASN,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",TASS,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 00:30:00",VIC1,0,1,MEASUREMENT,"2022/02/24 00:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",NSW1,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",QLD1,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",QLDC,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",QLDN,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",QLDS,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",SA1,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",TAS1,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",TASN,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",TASS,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:00:00",VIC1,0,1,MEASUREMENT,"2022/02/24 01:19:38"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",NSW1,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",QLD1,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",QLDC,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",QLDN,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",QLDS,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",SA1,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",TAS1,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",TASN,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",TASS,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 01:30:00",VIC1,0,1,MEASUREMENT,"2022/02/24 01:49:40"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",NSW1,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",QLD1,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",QLDC,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",QLDN,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",QLDS,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",SA1,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",TAS1,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",TASN,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",TASS,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:00:00",VIC1,0,1,MEASUREMENT,"2022/02/24 02:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",NSW1,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",QLD1,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",QLDC,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",QLDN,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",QLDS,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",SA1,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",TAS1,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",TASN,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",TASS,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 02:30:00",VIC1,0,1,MEASUREMENT,"2022/02/24 02:49:36"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",NSW1,171.271,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",QLD1,195.257,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",QLDC,23.323,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",QLDN,25.822,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",QLDS,146.113,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",SA1,25.108,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",TAS1,6.678,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",TASN,2.613,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",TASS,4.057,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:00:00",VIC1,83.27,1,MEASUREMENT,"2022/02/24 07:19:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",NSW1,324.778,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",QLD1,394.019,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",QLDC,51.577,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",QLDN,66.543,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",QLDS,275.899,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",SA1,108.54,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",TAS1,15.73,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",TASN,7.285,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",TASS,8.435,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 07:30:00",VIC1,188.644,1,MEASUREMENT,"2022/02/24 07:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",NSW1,440.924,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",QLD1,625.338,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",QLDC,75.453,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",QLDN,126.647,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",QLDS,423.238,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",SA1,236.2,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",TAS1,28.381,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",TASN,12.946,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",TASS,15.416,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:00:00",VIC1,274.385,1,MEASUREMENT,"2022/02/24 08:19:43"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:30:00",NSW1,654.756,1,MEASUREMENT,"2022/02/24 08:49:41"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:30:00",QLD1,866.74,1,MEASUREMENT,"2022/02/24 08:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:30:00",QLDC,86.607,1,MEASUREMENT,"2022/02/24 08:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:30:00",QLDN,209.697,1,MEASUREMENT,"2022/02/24 08:49:42"
D,ROOFTOP,ACTUAL,2,"2022/02/24 08:30:00",QLDS,570.435,1,MEASUREMENT,"2022/02/24 08:49:42"
