I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:00:00",TAS1,115.109,0.6,SATELLITE,"2022/02/22 11:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:00:00",TASN,54.789,0.6,SATELLITE,"2022/02/22 11:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:00:00",TASS,60.32,0.6,SATELLITE,"2022/02/22 11:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:00:00",VIC1,2086.446,0.6,SATELLITE,"2022/02/22 11:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",NSW1,1147.451,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",QLD1,2354.567,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",QLDC,260.656,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",QLDN,458.85,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",QLDS,1635.061,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",SA1,1284.551,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",TAS1,122.805,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",TASN,58.856,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",TASS,63.949,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 11:30:00",VIC1,2211.908,0.6,SATELLITE,"2022/02/22 11:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",NSW1,1170.053,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",QLD1,2269.905,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",QLDC,259.952,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",QLDN,480.36,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",QLDS,1529.593,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",SA1,1346.656,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",TAS1,121.979,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",TASN,56.407,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",TASS,65.572,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:00:00",VIC1,2295.65,0.6,SATELLITE,"2022/02/22 12:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",NSW1,1147.373,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",QLD1,2018.915,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",QLDC,252.6,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",QLDN,484.524,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",QLDS,1281.791,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",SA1,1382.812,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",TAS1,120.947,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",TASN,55.011,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",TASS,65.936,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 12:30:00",VIC1,2341.417,0.6,SATELLITE,"2022/02/22 12:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",NSW1,1108.352,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",QLD1,1851.455,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",QLDC,245.751,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",QLDN,481.939,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",QLDS,1123.766,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",SA1,1397.82,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",TAS1,121.298,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",TASN,55.942,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",TASS,65.355,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:00:00",VIC1,2339.756,0.6,SATELLITE,"2022/02/22 13:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",NSW1,1013.425,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",QLD1,1621.533,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",QLDC,235.172,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",QLDN,489.628,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",QLDS,896.732,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",SA1,1393.146,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",TAS1,117.597,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",TASN,53.783,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",TASS,63.814,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 13:30:00",VIC1,2302.67,0.6,SATELLITE,"2022/02/22 13:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",NSW1,355.456,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",QLD1,383.038,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",QLDC,52.654,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",QLDN,132.178,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",QLDS,198.206,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",SA1,565.636,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",TAS1,35.604,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",TASN,16.606,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",TASS,18.998,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 17:30:00",VIC1,730.619,0.6,SATELLITE,"2022/02/22 17:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",NSW1,193.05,0.6,SATELLITE,"2022/02/22 18:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",QLD1,186.281,0.6,SATELLITE,"2022/02/22 18:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",QLDC,23.472,0.6,SATELLITE,"2022/02/22 18:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",QLDN,66.869,0.6,SATELLITE,"2022/02/22 18:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",QLDS,95.94,0.6,SATELLITE,"2022/02/22 18:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",SA1,402.548,0.6,SATELLITE,"2022/02/22 18:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",TAS1,22.488,0.6,SATELLITE,"2022/02/22 18:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",TASN,10.628,0.6,SATELLITE,"2022/02/22 18:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",TASS,11.86,0.6,SATELLITE,"2022/02/22 18:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:00:00",VIC1,465.36,0.6,SATELLITE,"2022/02/22 18:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",NSW1,64.683,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",QLD1,47.816,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",QLDC,3.548,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",QLDN,19.887,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",QLDS,24.38,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",SA1,245.478,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",TAS1,10.694,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",TASN,5.15,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",TASS,5.544,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 18:30:00",VIC1,229.923,0.6,SATELLITE,"2022/02/22 18:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",NSW1,3.635,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",QLD1,0.485,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",QLDC,0,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",QLDN,0.485,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",QLDS,0,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",SA1,108.761,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",TAS1,2.918,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",TASN,1.559,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",TASS,1.359,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:00:00",VIC1,63.81,0.6,SATELLITE,"2022/02/22 19:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",NSW1,0,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",QLD1,0,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",QLDC,0,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",QLDN,0,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",QLDS,0,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",SA1,22.092,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",TAS1,0.001,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",TASN,0.001,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",TASS,0,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 19:30:00",VIC1,1.233,0.6,SATELLITE,"2022/02/22 19:50:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",NSW1,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",QLD1,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",QLDC,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",QLDN,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",QLDS,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",SA1,0.003,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",TAS1,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",TASN,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",TASS,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/22 20:00:00",VIC1,0,0.6,SATELLITE,"2022/02/22 20:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",NSW1,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",QLD1,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",QLDC,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",QLDN,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",QLDS,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",SA1,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",TAS1,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",TASN,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",TASS,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 00:30:00",VIC1,0,0.6,SATELLITE,"2022/02/23 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",NSW1,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",QLD1,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",QLDC,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",QLDN,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",QLDS,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",SA1,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",TAS1,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",TASN,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",TASS,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:00:00",VIC1,0,0.6,SATELLITE,"2022/02/23 01:20:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",NSW1,0,0.6,SATELLITE,"2022/02/23 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",QLD1,0,0.6,SATELLITE,"2022/02/23 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",QLDC,0,0.6,SATELLITE,"2022/02/23 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",QLDN,0,0.6,SATELLITE,"2022/02/23 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",QLDS,0,0.6,SATELLITE,"2022/02/23 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",SA1,0,0.6,SATELLITE,"2022/02/23 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",TAS1,0,0.6,SATELLITE,"2022/02/23 01:50:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",TASN,0,0.6,SATELLITE,"2022/02/23 01:50:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",TASS,0,0.6,SATELLITE,"2022/02/23 01:50:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 01:30:00",VIC1,0,0.6,SATELLITE,"2022/02/23 01:50:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",NSW1,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",QLD1,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",QLDC,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",QLDN,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",QLDS,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",SA1,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",TAS1,0,0.6,SATELLITE,"2022/02/23 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",TASN,0,0.6,SATELLITE,"2022/02/23 02:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",TASS,0,0.6,SATELLITE,"2022/02/23 02:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:00:00",VIC1,0,0.6,SATELLITE,"2022/02/23 02:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",NSW1,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",QLD1,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",QLDC,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",QLDN,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",QLDS,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",SA1,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",TAS1,0,0.6,SATELLITE,"2022/02/23 02:50:25"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",TASN,0,0.6,SATELLITE,"2022/02/23 02:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",TASS,0,0.6,SATELLITE,"2022/02/23 02:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 02:30:00",VIC1,0,0.6,SATELLITE,"2022/02/23 02:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",NSW1,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",QLD1,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",QLDC,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",QLDN,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",QLDS,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",SA1,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",TAS1,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",TASN,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",TASS,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 03:00:00",VIC1,0,0.6,SATELLITE,"2022/02/23 03:20:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",NSW1,346.8,0.6,SATELLITE,"2022/02/23 07:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",QLD1,207.028,0.6,SATELLITE,"2022/02/23 07:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",QLDC,31.919,0.6,SATELLITE,"2022/02/23 07:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",QLDN,40.797,0.6,SATELLITE,"2022/02/23 07:20:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",QLDS,134.311,0.6,SATELLITE,"2022/02/23 07:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",SA1,67.362,0.6,SATELLITE,"2022/02/23 07:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",TAS1,15.982,0.6,SATELLITE,"2022/02/23 07:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",TASN,5.548,0.6,SATELLITE,"2022/02/23 07:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",TASS,10.435,0.6,SATELLITE,"2022/02/23 07:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:00:00",VIC1,295.331,0.6,SATELLITE,"2022/02/23 07:20:24"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",NSW1,539.258,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",QLD1,342.912,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",QLDC,51.198,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",QLDN,84.363,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",QLDS,207.351,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",SA1,186.957,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",TAS1,25.078,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",TASN,7.301,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",TASS,17.778,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 07:30:00",VIC1,541.924,0.6,SATELLITE,"2022/02/23 07:50:26"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",NSW1,712.043,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",QLD1,488.597,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",QLDC,67.739,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",QLDN,136.194,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",QLDS,284.664,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",SA1,340.315,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",TAS1,33.378,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",TASN,7.471,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",TASS,25.906,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:00:00",VIC1,813.438,0.6,SATELLITE,"2022/02/23 08:20:29"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:30:00",NSW1,867.667,0.6,SATELLITE,"2022/02/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:30:00",QLD1,668.118,0.6,SATELLITE,"2022/02/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2022/02/23 08:30:00",QLDC,81.349,0.6,SATELLITE,"2022/02/23 08:50:23"
